id,date_work_period_by_work_total,date_days_since_last_work_total,activeTime_mean_total,activeTime_median_total,activeTime_min_total,activeTime_max_total,activeTime_count_total,activeTime_std_total,monitorTime_mean_total,monitorTime_median_total,monitorTime_min_total,monitorTime_max_total,monitorTime_count_total,monitorTime_std_total,active_monitor_ratio_mean_total,active_monitor_ratio_median_total,active_monitor_ratio_min_total,active_monitor_ratio_max_total,active_monitor_ratio_count_total,active_monitor_ratio_std_total,is_weekend_work_sum_total,is_weekend_work_mean_total,is_workday_work_sum_total,is_workday_work_mean_total,date_work_period_by_work_last_50,date_days_since_last_work_last_50,activeTime_mean_last_50,activeTime_median_last_50,activeTime_min_last_50,activeTime_max_last_50,activeTime_count_last_50,activeTime_std_last_50,monitorTime_mean_last_50,monitorTime_median_last_50,monitorTime_min_last_50,monitorTime_max_last_50,monitorTime_count_last_50,monitorTime_std_last_50,active_monitor_ratio_mean_last_50,active_monitor_ratio_median_last_50,active_monitor_ratio_min_last_50,active_monitor_ratio_max_last_50,active_monitor_ratio_count_last_50,active_monitor_ratio_std_last_50,is_weekend_work_sum_last_50,is_weekend_work_mean_last_50,is_workday_work_sum_last_50,is_workday_work_mean_last_50,date_work_period_by_work_last_100,date_days_since_last_work_last_100,activeTime_mean_last_100,activeTime_median_last_100,activeTime_min_last_100,activeTime_max_last_100,activeTime_count_last_100,activeTime_std_last_100,monitorTime_mean_last_100,monitorTime_median_last_100,monitorTime_min_last_100,monitorTime_max_last_100,monitorTime_count_last_100,monitorTime_std_last_100,active_monitor_ratio_mean_last_100,active_monitor_ratio_median_last_100,active_monitor_ratio_min_last_100,active_monitor_ratio_max_last_100,active_monitor_ratio_count_last_100,active_monitor_ratio_std_last_100,is_weekend_work_sum_last_100,is_weekend_work_mean_last_100,is_workday_work_sum_last_100,is_workday_work_mean_last_100,date_work_period_by_work_last_150,date_days_since_last_work_last_150,activeTime_mean_last_150,activeTime_median_last_150,activeTime_min_last_150,activeTime_max_last_150,activeTime_count_last_150,activeTime_std_last_150,monitorTime_mean_last_150,monitorTime_median_last_150,monitorTime_min_last_150,monitorTime_max_last_150,monitorTime_count_last_150,monitorTime_std_last_150,active_monitor_ratio_mean_last_150,active_monitor_ratio_median_last_150,active_monitor_ratio_min_last_150,active_monitor_ratio_max_last_150,active_monitor_ratio_count_last_150,active_monitor_ratio_std_last_150,is_weekend_work_sum_last_150,is_weekend_work_mean_last_150,is_workday_work_sum_last_150,is_workday_work_mean_last_150,exists_in_work
ОРГ1-00074,193,1,21094.769784172662,22270.0,0,37057,139,6995.849797979652,38245.63309352518,31745.0,7290,86576,139,15166.70544180928,0.6205388415523998,0.686951003640493,0.0,0.9153660929278516,139,0.21594680783529535,16.0,0.11510791366906475,123.0,0.8848920863309353,48.0,1.0,20242.43181818182,23214.0,0.0,30950.0,44.0,7306.841347916023,42649.068181818184,35075.0,7290.0,86036.0,44.0,17140.733190198393,0.5566382312733825,0.5987515931171347,0.0,0.9153660929278516,44.0,0.24613781871148632,9.0,0.20454545454545456,35.0,0.7954545454545454,98.0,1.0,20394.975308641977,22633.0,0.0,30950.0,81.0,7291.476762246638,40038.37037037037,32554.0,7290.0,86576.0,81.0,16654.78622456953,0.5972698624359667,0.6922319696574887,0.0,0.9153660929278516,81.0,0.24406304731947837,13.0,0.16049382716049382,68.0,0.8395061728395061,134.0,1.0,20472.906542056076,22235.0,0.0,30950.0,107.0,6593.467910403661,37753.3831775701,31614.0,7290.0,86576.0,107.0,15062.411377423381,0.6168241726035272,0.697772484388077,0.0,0.9153660929278516,107.0,0.22236044492137086,13.0,0.12149532710280374,94.0,0.8785046728971962,1
ОРГ1-00085,192,1,22609.77037037037,23681.0,89,41229,135,7485.765385189454,27823.651851851853,28426.0,96,50045,135,9178.296108347951,0.8193325717558309,0.8304248582578603,0.4844001286587327,1.0,135,0.07813413354969441,9.0,0.06666666666666667,126.0,0.9333333333333333,48.0,1.0,20398.55,22992.5,173.0,28308.0,40.0,7552.698488551912,24979.9,27867.5,174.0,33450.0,40.0,8740.216936226909,0.8148521501305421,0.8325374786763647,0.4844001286587327,0.9942528735632183,40.0,0.08922263430122303,6.0,0.15,34.0,0.85,98.0,1.0,22363.64383561644,23770.0,173.0,37151.0,73.0,6864.950757227823,27481.383561643837,28752.0,174.0,48276.0,73.0,8377.465863570056,0.8163157357248746,0.8277088248367354,0.4844001286587327,0.9942528735632183,73.0,0.07768486058607073,6.0,0.0821917808219178,67.0,0.9178082191780822,148.0,1.0,22102.69230769231,23615.0,89.0,41229.0,104.0,7552.265869822378,27270.653846153848,28360.5,96.0,50045.0,104.0,9396.322642364008,0.8183906151553839,0.8309847109768069,0.4844001286587327,1.0,104.0,0.08419317894147176,6.0,0.057692307692307696,98.0,0.9423076923076923,1
ОРГ1-00086,192,1,24171.306666666667,27996.0,148,62085,150,14165.586470017843,42991.35333333333,38477.5,162,129061,150,30116.95363194871,0.6706721736350477,0.6589196811120979,0.19469113874087232,1.0,150,0.20716031626924497,24.0,0.16,126.0,0.84,48.0,1.0,24790.58695652174,27957.0,564.0,59470.0,46.0,14509.029038002642,54376.13043478261,62234.0,564.0,124335.0,46.0,32656.680631897052,0.5212518401789277,0.5084534730876102,0.19469113874087232,1.0,46.0,0.17233348833821557,11.0,0.2391304347826087,35.0,0.7608695652173914,94.0,1.0,24710.95238095238,28596.5,209.0,62085.0,84.0,15155.012104159572,51288.26190476191,60849.0,209.0,129061.0,84.0,33202.28307258078,0.567691545851933,0.5171649463101629,0.19469113874087232,1.0,84.0,0.19533924958276463,19.0,0.2261904761904762,65.0,0.7738095238095238,148.0,1.0,24005.159663865546,28525.0,167.0,62085.0,119.0,15284.467874939386,46388.31092436975,57333.0,170.0,129061.0,119.0,32569.66028318117,0.6265755318233629,0.5740869178324195,0.19469113874087232,1.0,119.0,0.20869564680874927,22.0,0.18487394957983194,97.0,0.8151260504201681,1
ОРГ1-00089,113,80,20550.661971830985,19779.0,684,45065,71,6597.276496389924,33241.281690140844,30407.0,24220,60177,71,7933.732658146837,0.6260590185775553,0.648341010748381,0.014627574260601784,0.8227129457334903,71,0.14003401602282667,0.0,0.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,80.0,19324.23076923077,20514.0,10923.0,22895.0,13.0,3480.694714034497,28244.53846153846,29189.0,24220.0,30746.0,13.0,2423.5465615286685,0.6803468277457048,0.7038964418135693,0.450990916597853,0.7747489239598279,13.0,0.08741767231543544,0.0,0.0,13.0,1.0,69.0,80.0,21449.224489795917,19423.0,10923.0,45065.0,49.0,6971.080530380811,32790.91836734694,30229.0,24220.0,56295.0,49.0,7410.157023855654,0.6473501718027437,0.648341010748381,0.4094100896353105,0.8227129457334903,49.0,0.0965216194162856,0.0,0.0,49.0,1.0,1
ОРГ1-00090,194,0,18725.615384615383,23073.0,0,60066,169,13444.87496842818,81165.25443786982,83617.0,50447,94892,169,8704.076335004782,0.24318633908478765,0.2814799598835172,0.0,0.9364718651426246,169,0.1934906043393677,45.0,0.26627218934911245,124.0,0.7337278106508875,49.0,0.0,18430.895833333332,23378.0,0.0,55210.0,48.0,13291.70930563538,81123.64583333333,83561.0,50909.0,86743.0,48.0,8763.553625584365,0.23939512343030003,0.28836683889898374,0.0,0.9337527694623438,48.0,0.18807297972108797,13.0,0.2708333333333333,35.0,0.7291666666666666,99.0,0.0,19904.68817204301,23295.0,0.0,60066.0,93.0,15192.86828186065,80434.30107526881,83609.0,50447.0,94892.0,93.0,9904.579850607703,0.2647685388229278,0.2859702584105315,0.0,0.9364718651426246,93.0,0.22686814057672902,25.0,0.26881720430107525,68.0,0.7311827956989247,149.0,0.0,19365.825396825396,23305.5,0.0,60066.0,126.0,14192.46471284216,80790.75396825396,83685.0,50447.0,94892.0,126.0,9412.660631032231,0.25439795841013746,0.2854251072124745,0.0,0.9364718651426246,126.0,0.2082811560504649,33.0,0.2619047619047619,93.0,0.7380952380952381,1
ОРГ1-00092,192,1,15891.728682170542,19603.0,0,26850,129,9031.046978472323,49051.186046511626,53296.0,117,86634,129,29353.902475535357,0.47080612062512467,0.39777213500639447,0.0,1.0,129,0.2946330805733328,16.0,0.12403100775193798,113.0,0.875968992248062,48.0,1.0,13966.307692307691,20308.0,117.0,25490.0,26.0,10542.352233801452,17212.423076923078,24847.0,117.0,30861.0,26.0,12709.21885301556,0.8320622936732718,0.8306354108232472,0.5020281349788556,1.0,26.0,0.1058768590377722,1.0,0.038461538461538464,25.0,0.9615384615384616,98.0,1.0,15185.815384615385,19506.0,0.0,25847.0,65.0,9424.8393386378,31968.984615384616,27477.0,117.0,85722.0,65.0,26094.07603777885,0.6388856394540473,0.7326505861743701,0.0,1.0,65.0,0.2765075984097047,7.0,0.1076923076923077,58.0,0.8923076923076924,148.0,1.0,15900.962264150943,19205.0,0.0,26661.0,106.0,8723.703012263857,45851.27358490566,42070.0,117.0,86634.0,106.0,29274.116212932007,0.5019726048828221,0.4177040552717979,0.0,1.0,106.0,0.2966879882982985,12.0,0.11320754716981132,94.0,0.8867924528301887,1
ОРГ1-00100,193,1,19593.82530120482,26001.0,0,32584,166,11743.535808454237,77744.0421686747,82834.0,218,86522,166,16232.221494505806,0.2856863012291567,0.3231640674888726,0.0,0.9908256880733946,166,0.20837584818947544,40.0,0.24096385542168675,126.0,0.7590361445783133,48.0,1.0,18776.6,25854.0,0.0,32584.0,35.0,12241.615279807787,69251.34285714285,82695.0,218.0,86409.0,35.0,25186.434658763596,0.35832368067017006,0.3343162595410584,0.0,0.9908256880733946,35.0,0.29269569093140396,8.0,0.22857142857142856,27.0,0.7714285714285715,98.0,1.0,20125.465753424658,26207.0,0.0,32584.0,73.0,11376.873699261576,72325.2602739726,82629.0,218.0,86476.0,73.0,22222.95247225477,0.3421616138215936,0.32946369187979924,0.0,0.9908256880733946,73.0,0.25007068017131473,14.0,0.1917808219178082,59.0,0.8082191780821918,148.0,1.0,19971.371900826445,25927.0,0.0,32584.0,121.0,11416.336176091576,75460.12396694215,82629.0,218.0,86476.0,121.0,18479.60265606841,0.3085115364635779,0.32414111472860685,0.0,0.9908256880733946,121.0,0.22182571388615538,26.0,0.21487603305785125,95.0,0.7851239669421488,1
ОРГ1-00101,193,0,20584.345588235294,20593.5,0,60219,136,12571.116394266764,35237.21323529412,30426.5,27,91645,136,21542.20601152729,0.6361160186425088,0.6998275618545227,0.0,1.0,136,0.21396590280993957,6.0,0.04411764705882353,130.0,0.9558823529411765,49.0,0.0,19707.525,22333.0,0.0,31123.0,40.0,8345.558517781654,48331.575,32972.0,26415.0,91645.0,40.0,24476.432716126164,0.5418086574323672,0.7129666164900783,0.0,0.9163226776743144,40.0,0.2995793836409417,5.0,0.125,35.0,0.875,99.0,0.0,21371.281690140844,21932.0,0.0,60219.0,71.0,14190.096694710415,41742.08450704225,32310.0,27.0,91645.0,71.0,25189.8458622554,0.6125466425729373,0.7320607175712971,0.0,1.0,71.0,0.2701374725388015,6.0,0.08450704225352113,65.0,0.9154929577464789,149.0,0.0,22087.1214953271,21200.0,0.0,60219.0,107.0,12987.414806381763,38980.43925233645,30994.0,27.0,91645.0,107.0,22085.98844489999,0.6396626637221154,0.7072056380299051,0.0,1.0,107.0,0.2261339930474414,6.0,0.056074766355140186,101.0,0.9439252336448598,1
ОРГ1-00105,192,2,16494.40350877193,17094.5,257,43769,114,8510.929633945394,25875.719298245614,27673.5,258,58367,114,11625.273024491104,0.6354842836150941,0.6314691018669157,0.1901796717908802,1.0,114,0.13777838600465578,10.0,0.08771929824561403,104.0,0.9122807017543859,47.0,2.0,12402.095238095239,13110.0,339.0,26538.0,42.0,7322.294638376435,21580.190476190477,23646.0,1723.0,58367.0,42.0,12166.029729433836,0.5719000862334407,0.5960499415823687,0.1901796717908802,0.953355155482815,42.0,0.1598080018172254,9.0,0.21428571428571427,33.0,0.7857142857142857,97.0,2.0,16809.653333333332,17069.0,339.0,43769.0,75.0,8904.852929106073,26625.386666666665,27681.0,1723.0,58367.0,75.0,12102.983326540718,0.6157206679195979,0.6202878684030158,0.1901796717908802,0.953355155482815,75.0,0.14341367963345447,9.0,0.12,66.0,0.88,142.0,2.0,17340.435185185186,17341.0,339.0,43769.0,108.0,7921.202133435963,27226.00925925926,28056.0,1723.0,58367.0,108.0,10378.61083972852,0.6240396907126246,0.62800196426658,0.1901796717908802,0.953355155482815,108.0,0.12522822617830956,9.0,0.08333333333333333,99.0,0.9166666666666666,1
ОРГ1-00107,193,1,11683.76821192053,13193.0,20,27823,151,6821.977493800176,24465.112582781458,30055.0,20,49070,151,13005.249289187313,0.568767554682555,0.5067738439306358,0.24362745098039215,1.0,151,0.22120972896006386,29.0,0.19205298013245034,122.0,0.8079470198675497,48.0,1.0,8490.290322580646,7455.0,20.0,20363.0,31.0,7873.546021090912,17444.322580645163,27024.0,20.0,40472.0,31.0,15593.171457162687,0.6849107386932923,0.5805156314732783,0.2758658969804618,1.0,31.0,0.262531956787445,7.0,0.22580645161290322,24.0,0.7741935483870968,98.0,1.0,10719.785714285714,13300.0,20.0,27823.0,70.0,7883.820119590109,21833.285714285714,29904.5,20.0,49070.0,70.0,14891.074350378103,0.6316581397060702,0.530649512139828,0.2758658969804618,1.0,70.0,0.2465216158271157,15.0,0.21428571428571427,55.0,0.7857142857142857,148.0,1.0,11406.256637168142,13275.0,20.0,27823.0,113.0,7170.4306564962135,23219.274336283186,29860.0,20.0,49070.0,113.0,13458.72735058118,0.5960372489543575,0.5126757773816597,0.2758658969804618,1.0,113.0,0.22333729836255067,22.0,0.19469026548672566,91.0,0.8053097345132744,1
