id,date_connected_count_total,date_connected_work_period_by_connection_total,date_connected_days_since_last_connection_total,time_connected_deviation_sum_total,time_connected_deviation_mean_total,time_connected_deviation_median_total,time_connected_deviation_std_total,time_connected_deviation_min_total,time_connected_deviation_max_total,total_time_connected_sum_total,total_time_connected_mean_total,total_time_connected_median_total,total_time_connected_std_total,total_time_connected_min_total,total_time_connected_max_total,is_late_connected_sum_total,is_late_connected_mean_total,early_more_than_hour_sum_total,early_more_than_hour_mean_total,late_more_than_hour_sum_total,late_more_than_hour_mean_total,is_workday_connected_sum_total,is_workday_connected_mean_total,is_weekend_connected_sum_total,is_weekend_connected_mean_total,mean_time_due_employed_total,date_connected_count_last_150,date_connected_work_period_by_connection_last_150,date_connected_days_since_last_connection_last_150,time_connected_deviation_sum_last_150,time_connected_deviation_mean_last_150,time_connected_deviation_median_last_150,time_connected_deviation_std_last_150,time_connected_deviation_min_last_150,time_connected_deviation_max_last_150,total_time_connected_sum_last_150,total_time_connected_mean_last_150,total_time_connected_median_last_150,total_time_connected_std_last_150,total_time_connected_min_last_150,total_time_connected_max_last_150,is_late_connected_sum_last_150,is_late_connected_mean_last_150,early_more_than_hour_sum_last_150,early_more_than_hour_mean_last_150,late_more_than_hour_sum_last_150,late_more_than_hour_mean_last_150,is_workday_connected_sum_last_150,is_workday_connected_mean_last_150,is_weekend_connected_sum_last_150,is_weekend_connected_mean_last_150,date_connected_count_last_100,date_connected_work_period_by_connection_last_100,date_connected_days_since_last_connection_last_100,time_connected_deviation_sum_last_100,time_connected_deviation_mean_last_100,time_connected_deviation_median_last_100,time_connected_deviation_std_last_100,time_connected_deviation_min_last_100,time_connected_deviation_max_last_100,total_time_connected_sum_last_100,total_time_connected_mean_last_100,total_time_connected_median_last_100,total_time_connected_std_last_100,total_time_connected_min_last_100,total_time_connected_max_last_100,is_late_connected_sum_last_100,is_late_connected_mean_last_100,early_more_than_hour_sum_last_100,early_more_than_hour_mean_last_100,late_more_than_hour_sum_last_100,late_more_than_hour_mean_last_100,is_workday_connected_sum_last_100,is_workday_connected_mean_last_100,is_weekend_connected_sum_last_100,is_weekend_connected_mean_last_100,date_connected_count_last_50,date_connected_work_period_by_connection_last_50,date_connected_days_since_last_connection_last_50,time_connected_deviation_sum_last_50,time_connected_deviation_mean_last_50,time_connected_deviation_median_last_50,time_connected_deviation_std_last_50,time_connected_deviation_min_last_50,time_connected_deviation_max_last_50,total_time_connected_sum_last_50,total_time_connected_mean_last_50,total_time_connected_median_last_50,total_time_connected_std_last_50,total_time_connected_min_last_50,total_time_connected_max_last_50,is_late_connected_sum_last_50,is_late_connected_mean_last_50,early_more_than_hour_sum_last_50,early_more_than_hour_mean_last_50,late_more_than_hour_sum_last_50,late_more_than_hour_mean_last_50,is_workday_connected_sum_last_50,is_workday_connected_mean_last_50,is_weekend_connected_sum_last_50,is_weekend_connected_mean_last_50,exists_in_connection
ОРГ1-00558,126,177,1,18.65111111111111,0.14802469135802468,-0.06958333333333333,0.8202861712496952,-0.3761111111111111,6.054444444444444,998.7186111111112,7.926338183421517,8.852777777777778,2.1896316490495606,0.08333333333333333,9.851944444444445,25,0.1984126984126984,118,0.9365079365079365,8,0.06349206349206349,114,0.9047619047619048,12,0.09523809523809523,5.642478028876334,106.0,148.0,1.0,10.890833333333333,0.10274371069182389,-0.07736111111111112,0.7746831497550776,-0.3761111111111111,6.054444444444444,868.7230555555556,8.195500524109015,8.905000000000001,1.8175533212461514,1.5872222222222223,9.851944444444445,19.0,0.1792452830188679,101.0,0.9528301886792453,5.0,0.04716981132075472,97.0,0.9150943396226415,9.0,0.08490566037735849,67.0,98.0,1.0,5.93,0.08850746268656716,-0.05472222222222222,0.5196299652405186,-0.3175,3.0125,543.5797222222222,8.113130182421228,8.848333333333333,1.8527714075820265,1.5872222222222223,9.851944444444445,13.0,0.19402985074626866,64.0,0.9552238805970149,3.0,0.04477611940298507,62.0,0.9253731343283582,5.0,0.07462686567164178,33.0,48.0,1.0,2.5825,0.07825757575757576,-0.035277777777777776,0.4385587952619984,-0.23722222222222222,2.272222222222222,263.93944444444446,7.998164983164983,8.848333333333333,1.952793365597106,1.5872222222222223,9.689444444444444,8.0,0.24242424242424243,32.0,0.9696969696969697,1.0,0.030303030303030304,32.0,0.9696969696969697,1.0,0.030303030303030304,1
ОРГ1-00560,138,186,7,-43.97694444444444,-0.3186735104669887,-0.19791666666666669,3.533032789463394,-8.497777777777777,13.76,1390.1880555555556,10.073826489533012,9.643888888888888,4.758560212032693,0.08333333333333333,24.04388888888889,26,0.18840579710144928,114,0.8260869565217391,24,0.17391304347826086,121,0.8768115942028986,17,0.12318840579710146,7.474129330943847,104.0,142.0,7.0,-41.96472222222222,-0.40350694444444446,-0.1825,3.919308553433667,-8.497777777777777,13.76,1048.523888888889,10.08196047008547,9.590555555555556,5.1526049760402755,0.08333333333333333,24.04388888888889,21.0,0.20192307692307693,84.0,0.8076923076923077,20.0,0.19230769230769232,90.0,0.8653846153846154,14.0,0.1346153846153846,74.0,92.0,7.0,24.071944444444444,0.32529654654654655,-0.16569444444444445,3.5678934294439317,-8.485833333333334,13.76,700.6705555555556,9.46852102102102,9.603333333333332,3.97455274049203,0.33361111111111114,24.04388888888889,16.0,0.21621621621621623,59.0,0.7972972972972973,15.0,0.20270270270270271,64.0,0.8648648648648649,10.0,0.13513513513513514,37.0,42.0,7.0,-8.799444444444443,-0.2378228228228228,-0.1597222222222222,3.290837667470336,-8.469722222222222,7.824166666666667,366.2008333333333,9.897319819819819,9.600833333333334,4.778544774611189,0.33361111111111114,24.04388888888889,10.0,0.2702702702702703,28.0,0.7567567567567568,9.0,0.24324324324324326,31.0,0.8378378378378378,6.0,0.16216216216216217,1
ОРГ1-00561,146,192,1,-165.52555555555557,-1.1337366818873669,-0.01763888888888889,3.9172786681284433,-8.999166666666667,13.626666666666667,1414.8516666666667,9.690764840182648,9.434166666666666,4.75823383795544,0.08333333333333333,21.953055555555554,21,0.14383561643835616,133,0.910958904109589,13,0.08904109589041095,135,0.9246575342465754,11,0.07534246575342465,7.369019097222222,115.0,148.0,1.0,-123.12666666666667,-1.0706666666666667,-0.015833333333333335,4.11955159289342,-8.999166666666667,13.626666666666667,1079.2352777777778,9.384654589371982,9.355,4.967131412693351,0.08333333333333333,21.953055555555554,19.0,0.16521739130434782,103.0,0.8956521739130435,12.0,0.10434782608695652,104.0,0.9043478260869565,11.0,0.09565217391304348,76.0,98.0,1.0,-85.8438888888889,-1.1295248538011697,-0.013055555555555556,4.1680895217039,-8.999166666666667,13.028888888888888,676.6244444444444,8.902953216374268,9.39375,5.230639696387046,0.08333333333333333,21.953055555555554,15.0,0.19736842105263158,66.0,0.868421052631579,10.0,0.13157894736842105,68.0,0.8947368421052632,8.0,0.10526315789473684,38.0,48.0,1.0,-55.38611111111111,-1.457529239766082,-0.008333333333333333,3.758575024461262,-8.999166666666667,7.4075,354.6486111111111,9.332858187134503,9.438055555555556,4.614585888611559,1.0858333333333334,19.628611111111113,6.0,0.15789473684210525,36.0,0.9473684210526315,2.0,0.05263157894736842,35.0,0.9210526315789473,3.0,0.07894736842105263,1
ОРГ1-00564,148,192,1,36.870555555555555,0.24912537537537538,-0.22319444444444445,3.3043417898949543,-8.49611111111111,14.256944444444445,1304.7072222222223,8.81558933933934,9.34375,3.7034963831674217,0.08333333333333333,23.801666666666666,20,0.13513513513513514,128,0.8648648648648649,20,0.13513513513513514,130,0.8783783783783784,18,0.12162162162162163,6.795350115740741,112.0,143.0,1.0,-0.6038888888888883,-0.005391865079365074,-0.20694444444444443,3.230857832646042,-8.49611111111111,14.256944444444445,1017.9863888888889,9.089164186507936,9.272916666666667,3.828074399546512,0.16694444444444445,23.801666666666666,11.0,0.09821428571428571,101.0,0.9017857142857143,11.0,0.09821428571428571,99.0,0.8839285714285714,13.0,0.11607142857142858,80.0,98.0,1.0,2.369722222222223,0.02962152777777779,-0.20694444444444443,3.706874754963233,-8.49611111111111,14.256944444444445,742.4997222222222,9.281246527777778,9.306944444444444,4.297449220171955,0.25027777777777777,23.801666666666666,10.0,0.125,70.0,0.875,10.0,0.125,67.0,0.8375,13.0,0.1625,40.0,48.0,1.0,0.6811111111111083,0.017027777777777708,-0.23027777777777778,3.1942746481567483,-8.482777777777779,14.256944444444445,349.93805555555554,8.748451388888888,9.349166666666665,3.5410221495486427,0.25027777777777777,14.778055555555556,5.0,0.125,35.0,0.875,5.0,0.125,34.0,0.85,6.0,0.15,1
ОРГ1-00566,129,192,1,47.152499999999996,0.36552325581395345,-0.0913888888888889,1.7544010117957343,-0.6266666666666667,10.905833333333334,1230.8105555555555,9.541167097329888,10.02138888888889,2.3144885686306087,0.08333333333333333,13.85361111111111,13,0.10077519379844961,118,0.9147286821705426,11,0.08527131782945736,126,0.9767441860465116,3,0.023255813953488372,6.410471643518519,97.0,139.0,1.0,31.05,0.3201030927835052,-0.09277777777777778,1.51104521953439,-0.6266666666666667,7.283611111111111,946.1516666666666,9.75414089347079,10.101944444444445,1.8157769046768901,0.08333333333333333,12.106111111111112,10.0,0.10309278350515463,88.0,0.9072164948453608,9.0,0.09278350515463918,96.0,0.9896907216494846,1.0,0.010309278350515464,68.0,98.0,1.0,14.519722222222223,0.21352532679738562,-0.08888888888888888,1.300845999279443,-0.5383333333333333,7.246944444444445,678.5697222222223,9.978966503267975,10.102361111111112,1.2034743547301137,5.009166666666666,11.77138888888889,6.0,0.08823529411764706,63.0,0.9264705882352942,5.0,0.07352941176470588,68.0,1.0,0.0,0.0,35.0,48.0,1.0,15.196944444444444,0.4341984126984127,-0.04555555555555556,1.7379873610142673,-0.5383333333333333,7.246944444444445,346.85083333333336,9.91002380952381,10.193888888888889,1.5492623976631423,5.009166666666666,11.766388888888889,5.0,0.14285714285714285,31.0,0.8857142857142857,4.0,0.11428571428571428,35.0,1.0,0.0,0.0,1
ОРГ1-00568,122,182,1,5.446944444444443,0.04464708561020035,-0.12180555555555556,1.073227833048768,-0.77,9.39861111111111,923.3883333333333,7.568756830601092,9.098749999999999,2.5904900947983243,0.3338888888888889,13.059722222222222,6,0.04918032786885246,117,0.9590163934426229,5,0.040983606557377046,122,1.0,0,0.0,5.073562271062271,99.0,148.0,1.0,6.437499999999999,0.06502525252525251,-0.12555555555555556,1.177349930906499,-0.77,9.39861111111111,803.5713888888889,8.116882716049384,9.101944444444445,2.3450263738112946,0.3338888888888889,13.059722222222222,5.0,0.050505050505050504,95.0,0.9595959595959596,4.0,0.04040404040404041,99.0,1.0,0.0,0.0,63.0,98.0,1.0,12.326944444444443,0.19566578483245148,-0.11416666666666667,1.4617870475247199,-0.77,9.39861111111111,553.0511111111111,8.778589065255732,9.105,1.9399934702800317,0.3338888888888889,11.212777777777777,5.0,0.07936507936507936,59.0,0.9365079365079365,4.0,0.06349206349206349,63.0,1.0,0.0,0.0,31.0,48.0,1.0,19.09,0.6158064516129033,-0.0575,2.0061385391455535,-0.23777777777777778,9.39861111111111,252.6125,8.148790322580645,9.098611111111111,2.5998341466850303,0.3338888888888889,9.267777777777777,5.0,0.16129032258064516,27.0,0.8709677419354839,4.0,0.12903225806451613,31.0,1.0,0.0,0.0,1
ОРГ1-00571,57,192,1,271.7891666666667,4.768230994152047,4.173333333333333,3.2454991905218296,-0.42055555555555557,14.056666666666667,127.52472222222222,2.237275828460039,0.5841666666666666,2.9951241523227083,0.08333333333333333,12.269722222222223,55,0.9649122807017544,5,0.08771929824561403,52,0.9122807017543859,55,0.9649122807017544,2,0.03508771929824561,0.664191261574074,49.0,147.0,1.0,215.5925,4.39984693877551,4.114166666666667,2.97648712596758,-0.42055555555555557,12.794166666666667,114.83333333333333,2.3435374149659864,0.5841666666666666,3.1058119090466505,0.08333333333333333,12.269722222222223,47.0,0.9591836734693877,5.0,0.10204081632653061,44.0,0.8979591836734694,48.0,0.9795918367346939,1.0,0.02040816326530612,29.0,97.0,1.0,140.38111111111112,4.840727969348659,4.493888888888889,2.8158700076508922,0.6983333333333334,12.794166666666667,59.26722222222222,2.0436973180076627,0.5841666666666666,3.084541619484785,0.08333333333333333,12.269722222222223,29.0,1.0,1.0,0.034482758620689655,28.0,0.9655172413793104,28.0,0.9655172413793104,1.0,0.034482758620689655,15.0,38.0,1.0,72.43805555555555,4.829203703703703,4.743333333333333,3.226015459989205,0.6983333333333334,12.794166666666667,45.911944444444444,3.0607962962962962,0.5841666666666666,3.842678549876859,0.08333333333333333,12.269722222222223,15.0,1.0,1.0,0.06666666666666667,14.0,0.9333333333333333,15.0,1.0,0.0,0.0,1
ОРГ1-00573,113,193,1,57.867222222222225,0.5120993117010816,-0.07194444444444445,1.9914393289627925,-0.7,10.511944444444444,935.0630555555556,8.27489429695182,9.188333333333333,2.4380849099008124,0.08333333333333333,9.85361111111111,14,0.12389380530973451,100,0.8849557522123894,13,0.11504424778761062,110,0.9734513274336283,3,0.02654867256637168,4.844886298215314,87.0,147.0,1.0,35.132777777777775,0.4038250319284802,-0.08583333333333333,1.7814081465934208,-0.7,10.511944444444444,741.055,8.51787356321839,9.188611111111111,2.0404331447571344,0.08333333333333333,9.85361111111111,10.0,0.11494252873563218,78.0,0.896551724137931,9.0,0.10344827586206896,85.0,0.9770114942528736,2.0,0.022988505747126436,64.0,98.0,1.0,19.455,0.303984375,-0.09083333333333334,1.8479872069830754,-0.7,10.511944444444444,559.6861111111111,8.745095486111111,9.266944444444444,1.8294743083470442,0.33416666666666667,9.85361111111111,4.0,0.0625,60.0,0.9375,4.0,0.0625,63.0,0.984375,1.0,0.015625,33.0,48.0,1.0,23.817777777777778,0.7217508417508417,-0.08361111111111111,2.516534290926241,-0.2902777777777778,10.511944444444444,281.27222222222224,8.523400673400674,9.188888888888888,2.2386251805146857,0.33416666666666667,9.85361111111111,4.0,0.12121212121212122,29.0,0.8787878787878788,4.0,0.12121212121212122,32.0,0.9696969696969697,1.0,0.030303030303030304,1
ОРГ1-00576,116,192,1,2.0166666666666675,0.017385057471264374,-0.14763888888888888,1.418526119395632,-0.49694444444444447,14.47,1078.895,9.30081896551724,9.343333333333334,1.0121647134726537,0.08333333333333333,10.442222222222222,4,0.034482758620689655,114,0.9827586206896551,2,0.017241379310344827,115,0.9913793103448276,1,0.008620689655172414,5.619244791666667,96.0,135.0,1.0,5.985555555555556,0.062349537037037044,-0.1326388888888889,1.5561840876787114,-0.49694444444444447,14.47,890.5511111111111,9.276574074074075,9.2725,1.106530950063362,0.08333333333333333,10.442222222222222,4.0,0.041666666666666664,94.0,0.9791666666666666,2.0,0.020833333333333332,95.0,0.9895833333333334,1.0,0.010416666666666666,69.0,98.0,1.0,9.884722222222223,0.14325684380032208,-0.1322222222222222,1.8294687716611697,-0.35944444444444446,14.47,638.52,9.25391304347826,9.349166666666667,1.2898984451040159,0.08333333333333333,10.442222222222222,3.0,0.043478260869565216,67.0,0.9710144927536232,2.0,0.028985507246376812,68.0,0.9855072463768116,1.0,0.014492753623188406,35.0,48.0,1.0,-4.801944444444445,-0.1371984126984127,-0.135,0.09194405869013947,-0.33805555555555555,0.04472222222222222,334.4338888888889,9.555253968253968,9.598055555555556,0.3815342263590391,8.765555555555556,10.442222222222222,0.0,0.0,35.0,1.0,0.0,0.0,35.0,1.0,0.0,0.0,1
ОРГ1-00581,133,192,1,60.95916666666667,0.45833959899749377,0.05527777777777778,2.4547642990368654,-8.490833333333333,12.596388888888889,1136.115,8.542218045112781,9.10138888888889,2.8542397727095548,0.08333333333333333,20.468888888888888,20,0.15037593984962405,120,0.9022556390977443,13,0.09774436090225563,121,0.9097744360902256,12,0.09022556390977443,5.917265625,99.0,148.0,1.0,49.293055555555554,0.4979096520763187,0.07527777777777778,2.0139745881927693,-2.4619444444444443,10.890277777777778,819.2580555555555,8.27533389450056,9.025,2.5407242428909202,0.08333333333333333,11.108611111111111,16.0,0.16161616161616163,89.0,0.898989898989899,10.0,0.10101010101010101,91.0,0.9191919191919192,8.0,0.08080808080808081,62.0,98.0,1.0,26.38861111111111,0.42562275985663084,0.07680555555555556,2.108318588954136,-2.4619444444444443,10.890277777777778,512.1394444444444,8.260313620071683,9.10388888888889,2.694712319080538,0.08333333333333333,11.108611111111111,10.0,0.16129032258064516,58.0,0.9354838709677419,4.0,0.06451612903225806,57.0,0.9193548387096774,5.0,0.08064516129032258,29.0,48.0,1.0,22.12972222222222,0.7630938697318007,0.10972222222222222,2.140583647174739,-0.013055555555555556,9.6,238.44333333333333,8.222183908045977,9.104444444444445,2.726731262943565,0.08361111111111111,10.774166666666666,6.0,0.20689655172413793,26.0,0.896551724137931,3.0,0.10344827586206896,26.0,0.896551724137931,3.0,0.10344827586206896,1
ОРГ1-00587,144,186,0,59.259166666666665,0.41152199074074075,-0.002916666666666667,1.7320130626185697,-3.886111111111111,10.129166666666666,1346.7813888888888,9.352648533950617,9.353333333333333,3.3963358657203857,0.08333333333333333,13.859444444444444,23,0.1597222222222222,128,0.8888888888888888,16,0.1111111111111111,129,0.8958333333333334,15,0.10416666666666667,7.2407601553166066,117.0,149.0,0.0,32.985,0.28192307692307694,-0.006666666666666667,1.5465070040488211,-3.886111111111111,10.129166666666666,1134.2633333333333,9.694558404558405,9.432222222222222,3.1183349935698863,0.08333333333333333,13.859444444444444,15.0,0.1282051282051282,107.0,0.9145299145299145,10.0,0.08547008547008547,104.0,0.8888888888888888,13.0,0.1111111111111111,79.0,99.0,0.0,20.437222222222225,0.2586990154711674,-0.0016666666666666668,1.4006726133092446,-3.886111111111111,7.068333333333333,761.8002777777778,9.643041490857946,9.352777777777778,3.297254759647977,0.08333333333333333,13.859444444444444,11.0,0.13924050632911392,71.0,0.8987341772151899,8.0,0.10126582278481013,68.0,0.8607594936708861,11.0,0.13924050632911392,40.0,49.0,0.0,1.0527777777777778,0.026319444444444444,-0.024305555555555556,0.9065476945529168,-3.886111111111111,2.421111111111111,406.43861111111113,10.160965277777779,9.93375,2.4271353404162714,0.08333333333333333,13.859444444444444,5.0,0.125,36.0,0.9,4.0,0.1,35.0,0.875,5.0,0.125,1
ОРГ1-00596,140,192,1,101.50472222222223,0.7250337301587302,0.6048611111111111,1.916602502276304,-2.3380555555555556,14.556944444444444,1270.5041666666666,9.075029761904762,9.058472222222221,2.4022826630938563,0.08333333333333333,14.69361111111111,112,0.8,131,0.9357142857142857,9,0.06428571428571428,135,0.9642857142857143,5,0.03571428571428571,6.617209201388889,107.0,148.0,1.0,74.52944444444444,0.6965368639667704,0.6122222222222222,2.0337294829659434,-1.8880555555555556,14.556944444444444,972.4802777777778,9.08860072689512,9.099166666666667,2.4269940789037663,0.08333333333333333,14.69361111111111,85.0,0.794392523364486,101.0,0.9439252336448598,6.0,0.056074766355140186,104.0,0.9719626168224299,3.0,0.028037383177570093,71.0,98.0,1.0,55.67972222222222,0.7842214397496087,0.6591666666666667,1.7745461361884787,-0.7211111111111111,14.556944444444444,654.6988888888889,9.22111111111111,8.93361111111111,2.3874126663436273,0.08333333333333333,14.69361111111111,60.0,0.8450704225352113,67.0,0.9436619718309859,4.0,0.056338028169014086,69.0,0.971830985915493,2.0,0.028169014084507043,36.0,48.0,1.0,21.77027777777778,0.6047299382716049,0.6997222222222222,0.5788358652791571,-0.7088888888888889,2.8427777777777776,352.6772222222222,9.79658950617284,9.192638888888888,1.83495068703726,6.179166666666666,14.55861111111111,31.0,0.8611111111111112,34.0,0.9444444444444444,2.0,0.05555555555555555,35.0,0.9722222222222222,1.0,0.027777777777777776,1
ОРГ1-00598,122,192,1,133.51611111111112,1.0943943533697633,0.13069444444444445,2.2315969318194537,-0.5541666666666667,13.060833333333333,871.1486111111111,7.140562386156648,8.227916666666665,2.7881295258217094,0.08333333333333333,13.071944444444444,60,0.4918032786885246,86,0.7049180327868853,36,0.29508196721311475,118,0.9672131147540983,4,0.03278688524590164,4.537232349537037,90.0,148.0,1.0,118.61305555555556,1.3179228395061728,0.34291666666666665,2.346737459352377,-0.5541666666666667,13.060833333333333,621.9091666666667,6.910101851851852,8.141944444444444,2.9721907839733017,0.08333333333333333,13.071944444444444,54.0,0.6,57.0,0.6333333333333333,33.0,0.36666666666666664,86.0,0.9555555555555556,4.0,0.044444444444444446,70.0,98.0,1.0,114.8711111111111,1.641015873015873,0.7647222222222223,2.536039456283639,-0.46944444444444444,13.060833333333333,460.3666666666667,6.576666666666667,7.9375,3.1249353630817533,0.08333333333333333,13.071944444444444,48.0,0.6857142857142857,39.0,0.5571428571428572,31.0,0.44285714285714284,66.0,0.9428571428571428,4.0,0.05714285714285714,36.0,48.0,1.0,81.87694444444445,2.2743595679012345,1.3411111111111111,2.694450178213049,-0.46944444444444444,13.060833333333333,213.58444444444444,5.932901234567901,5.680555555555555,3.2890256463177656,0.08333333333333333,13.071944444444444,34.0,0.9444444444444444,14.0,0.3888888888888889,22.0,0.6111111111111112,35.0,0.9722222222222222,1.0,0.027777777777777776,1
ОРГ1-00599,113,190,0,95.02444444444444,0.8409242871189774,0.4452777777777778,3.007491123103765,-8.5,13.917222222222222,875.35,7.7464601769911505,8.5175,3.3879556435158733,0.08333333333333333,20.705,98,0.8672566371681416,90,0.7964601769911505,23,0.20353982300884957,105,0.9292035398230089,8,0.07079646017699115,4.607105263157895,94.0,149.0,0.0,88.84694444444445,0.9451802600472814,0.44430555555555556,3.2628791782471787,-8.5,13.917222222222222,715.0616666666666,7.607039007092198,8.516666666666666,3.3463668946272818,0.08333333333333333,20.705,83.0,0.8829787234042553,74.0,0.7872340425531915,20.0,0.2127659574468085,86.0,0.9148936170212766,8.0,0.0851063829787234,65.0,99.0,0.0,67.77555555555556,1.0427008547008547,0.46694444444444444,3.7796123597988918,-8.5,13.917222222222222,494.3233333333333,7.604974358974359,8.5175,3.702236407792161,0.08333333333333333,20.705,59.0,0.9076923076923077,50.0,0.7692307692307693,15.0,0.23076923076923078,58.0,0.8923076923076924,7.0,0.1076923076923077,36.0,49.0,0.0,33.37166666666667,0.9269907407407408,0.4265277777777778,3.645104226415011,-8.335555555555555,13.917222222222222,285.07138888888886,7.9186496913580235,8.516666666666666,3.950505739816219,0.335,20.705,34.0,0.9444444444444444,29.0,0.8055555555555556,7.0,0.19444444444444445,33.0,0.9166666666666666,3.0,0.08333333333333333,1
ОРГ1-00612,78,191,2,71.95611111111111,0.9225142450142451,0.3804166666666667,1.32912031218688,-0.10083333333333333,5.3425,237.09972222222223,3.0397400284900287,3.045972222222222,1.921216802081623,0.08333333333333333,6.591944444444445,54,0.6923076923076923,60,0.7692307692307693,18,0.23076923076923078,78,1.0,0,0.0,1.2413598022105876,54.0,146.0,2.0,55.64388888888889,1.0304423868312758,0.42166666666666663,1.4189300798104822,-0.0625,5.3425,167.3825,3.0996759259259257,3.004305555555556,1.9405649571977461,0.08333333333333333,6.591944444444445,41.0,0.7592592592592593,39.0,0.7222222222222222,15.0,0.2777777777777778,54.0,1.0,0.0,0.0,44.0,86.0,2.0,50.944722222222225,1.157834595959596,0.46805555555555556,1.5013614772786423,0.051666666666666666,5.3425,139.01083333333332,3.159337121212121,3.546111111111111,1.995743586778746,0.08333333333333333,6.5905555555555555,38.0,0.8636363636363636,31.0,0.7045454545454546,13.0,0.29545454545454547,44.0,1.0,0.0,0.0,25.0,47.0,2.0,30.452222222222222,1.2180888888888888,0.4925,1.528117692236812,0.06777777777777778,5.3425,87.52277777777778,3.500911111111111,3.8375,2.0286138695519864,0.08361111111111111,6.5905555555555555,23.0,0.92,17.0,0.68,8.0,0.32,25.0,1.0,0.0,0.0,1
ОРГ1-00615,132,188,1,69.25027777777778,0.5246233164983165,-0.13527777777777777,1.9017938136548227,-1.3663888888888889,10.30888888888889,1034.9663888888888,7.840654461279461,9.173749999999998,2.948314270505168,0.08333333333333333,11.229722222222222,32,0.24242424242424243,112,0.8484848484848485,20,0.15151515151515152,130,0.9848484848484849,2,0.015151515151515152,5.505140366430259,105.0,148.0,1.0,39.76638888888889,0.37872751322751325,-0.13527777777777777,1.6650599866942783,-1.3663888888888889,10.30888888888889,839.8211111111111,7.998296296296297,9.185277777777777,2.8717803951208953,0.08333333333333333,11.229722222222222,22.0,0.20952380952380953,91.0,0.8666666666666667,14.0,0.13333333333333333,103.0,0.9809523809523809,2.0,0.01904761904761905,70.0,98.0,1.0,35.658611111111114,0.5094087301587302,-0.07375,1.8430295589553125,-1.3663888888888889,10.30888888888889,545.3511111111111,7.790730158730159,9.155416666666667,3.121557650707772,0.08361111111111111,11.229722222222222,16.0,0.22857142857142856,60.0,0.8571428571428571,10.0,0.14285714285714285,68.0,0.9714285714285714,2.0,0.02857142857142857,35.0,48.0,1.0,-2.5508333333333333,-0.07288095238095238,-0.06222222222222222,0.17794320690693446,-0.40305555555555556,0.3169444444444444,318.68027777777775,9.105150793650793,9.188333333333333,0.9174347231474524,4.006944444444445,9.7725,2.0,0.05714285714285714,35.0,1.0,0.0,0.0,35.0,1.0,0.0,0.0,1
ОРГ1-00616,102,192,1,28.89,0.2832352941176471,-0.05111111111111111,1.4123738376800905,-0.4477777777777778,8.537222222222223,901.0905555555555,8.834221132897603,9.099444444444444,1.9882864962815872,0.25055555555555553,14.275,11,0.10784313725490197,95,0.9313725490196079,7,0.06862745098039216,99,0.9705882352941176,3,0.029411764705882353,4.693179976851852,69.0,148.0,1.0,28.144722222222224,0.4078945249597424,-0.02361111111111111,1.6693059021648076,-0.4477777777777778,8.537222222222223,603.8202777777777,8.751018518518517,9.037222222222223,2.277485289619307,0.25055555555555553,14.275,9.0,0.13043478260869565,64.0,0.927536231884058,5.0,0.07246376811594203,68.0,0.9855072463768116,1.0,0.014492753623188406,47.0,98.0,1.0,29.097222222222225,0.6190898345153665,-0.009444444444444445,1.9915230652370226,-0.12555555555555556,8.537222222222223,399.2366666666667,8.494397163120567,9.099166666666667,2.5882567508493164,0.25055555555555553,14.275,7.0,0.14893617021276595,42.0,0.8936170212765957,5.0,0.10638297872340426,46.0,0.9787234042553191,1.0,0.02127659574468085,35.0,48.0,1.0,-0.2638888888888889,-0.00753968253968254,-0.02361111111111111,0.06761824760730133,-0.12555555555555556,0.24027777777777778,326.8383333333333,9.338238095238095,9.099444444444444,1.0409705297915954,8.681944444444444,14.275,1.0,0.02857142857142857,35.0,1.0,0.0,0.0,35.0,1.0,0.0,0.0,1
ОРГ1-00622,96,193,0,70.06805555555556,0.7298755787037038,-0.02347222222222222,2.910015441232149,-8.451944444444445,14.64,807.0633333333334,8.406909722222222,9.105694444444445,3.277829257264984,0.08333333333333333,19.891944444444444,18,0.1875,79,0.8229166666666666,17,0.17708333333333334,89,0.9270833333333334,7,0.07291666666666667,4.18167530224525,92.0,149.0,0.0,71.94638888888889,0.7820259661835749,-0.02277777777777778,2.8472910776801954,-8.451944444444445,14.64,769.7494444444444,8.366841787439613,9.105416666666667,3.056236523552143,0.08333333333333333,19.891944444444444,17.0,0.18478260869565216,76.0,0.8260869565217391,16.0,0.17391304347826086,85.0,0.9239130434782609,7.0,0.07608695652173914,57.0,99.0,0.0,68.5575,1.2027631578947369,-0.0325,3.541517853402169,-8.451944444444445,14.64,455.3313888888889,7.988269980506823,9.178611111111111,3.819692746625018,0.08333333333333333,19.891944444444444,14.0,0.24561403508771928,43.0,0.7543859649122807,14.0,0.24561403508771928,50.0,0.8771929824561403,7.0,0.12280701754385964,31.0,49.0,0.0,54.00694444444444,1.7421594982078852,-0.019444444444444445,3.5436633403733127,-0.365,14.574166666666667,220.18416666666667,7.102715053763441,9.104722222222222,3.643275764450404,0.08333333333333333,10.603055555555555,9.0,0.2903225806451613,22.0,0.7096774193548387,9.0,0.2903225806451613,28.0,0.9032258064516129,3.0,0.0967741935483871,1
