id,date_skud_days_since_last_record,date_skud_count,total_time_skud_sum,total_time_skud_mean,total_time_skud_median,work_time_skud_sum,work_time_skud_mean,work_time_skud_median,is_weekend_skud_sum,is_weekend_skud_mean,is_workdays_skud_sum,is_workdays_skud_mean,exists_in_skud
ОРГ1-00049,0,33,316.66666666666663,9.595959595959595,9.466666666666667,283.66666666666663,8.595959595959595,8.466666666666667,1,0.030303030303030304,32,0.9696969696969697,1
ОРГ1-00053,0,16,143.35,8.959375,9.091666666666665,127.35,7.959375,8.091666666666665,0,0.0,16,1.0,1
ОРГ1-00057,0,31,304.8666666666667,9.834408602150537,9.333333333333332,273.8666666666667,8.834408602150537,8.333333333333332,0,0.0,31,1.0,1
ОРГ1-00060,0,32,319.91666666666663,9.997395833333332,9.983333333333333,287.91666666666663,8.997395833333332,8.983333333333333,0,0.0,32,1.0,1
ОРГ1-00063,0,33,306.34999999999997,9.283333333333331,9.266666666666666,275.34999999999997,8.343939393939394,8.266666666666666,1,0.030303030303030304,32,0.9696969696969697,1
ОРГ1-00064,5,28,256.16666666666663,9.148809523809522,9.25,229.16666666666666,8.184523809523808,8.25,0,0.0,28,1.0,1
ОРГ1-00065,1,23,215.28333333333333,9.360144927536231,9.366666666666667,192.28333333333333,8.360144927536231,8.366666666666667,0,0.0,23,1.0,1
ОРГ1-00074,1,31,299.26666666666665,9.653763440860214,9.833333333333332,269.26666666666665,8.686021505376344,8.833333333333332,0,0.0,31,1.0,1
ОРГ1-00075,0,30,289.85,9.661666666666667,9.666666666666668,259.85,8.661666666666667,8.666666666666668,0,0.0,30,1.0,1
ОРГ1-00082,0,21,191.63333333333333,9.125396825396825,9.216666666666667,171.63333333333333,8.173015873015872,8.216666666666667,0,0.0,21,1.0,1
ОРГ1-00085,0,33,313.3,9.493939393939394,9.5,281.3,8.524242424242425,8.5,1,0.030303030303030304,32,0.9696969696969697,1
ОРГ1-00086,0,31,317.15,10.230645161290322,10.15,286.15,9.230645161290322,9.15,0,0.0,31,1.0,1
ОРГ1-00089,0,32,301.56666666666666,9.423958333333333,9.441666666666666,269.56666666666666,8.423958333333333,8.441666666666666,0,0.0,32,1.0,1
ОРГ1-00090,0,30,294.3666666666667,9.812222222222223,10.0,265.3666666666667,8.845555555555556,9.0,3,0.1,27,0.9,1
ОРГ1-00092,0,32,306.2833333333333,9.571354166666666,9.558333333333334,274.2833333333333,8.571354166666666,8.558333333333334,0,0.0,32,1.0,1
ОРГ1-00100,0,14,152.35,10.882142857142856,11.091666666666665,138.35,9.882142857142856,10.091666666666665,1,0.07142857142857142,13,0.9285714285714286,1
ОРГ1-00101,0,32,315.31666666666666,9.853645833333333,9.408333333333333,283.31666666666666,8.853645833333333,8.408333333333333,0,0.0,32,1.0,1
ОРГ1-00105,0,19,178.14999999999998,9.376315789473683,9.299999999999999,159.14999999999998,8.376315789473683,8.299999999999999,0,0.0,19,1.0,1
ОРГ1-00107,0,32,300.31666666666666,9.384895833333333,9.333333333333332,269.31666666666666,8.416145833333333,8.333333333333332,0,0.0,32,1.0,1
ОРГ1-00109,0,31,342.7833333333333,11.05752688172043,11.183333333333334,311.7833333333333,10.05752688172043,10.183333333333334,0,0.0,31,1.0,1
ОРГ1-00120,0,29,282.5,9.741379310344827,9.7,254.5,8.775862068965518,8.7,0,0.0,29,1.0,1
ОРГ1-00123,0,31,305.05,9.84032258064516,9.566666666666666,274.05,8.84032258064516,8.566666666666666,1,0.03225806451612903,30,0.967741935483871,1
ОРГ1-00124,0,22,203.06666666666666,9.23030303030303,9.391666666666666,182.06666666666666,8.275757575757575,8.391666666666666,0,0.0,22,1.0,1
ОРГ1-00125,0,32,302.1166666666667,9.441145833333334,9.816666666666666,272.1166666666667,8.503645833333334,8.816666666666666,0,0.0,32,1.0,1
ОРГ1-00133,0,27,241.28333333333333,8.936419753086419,9.45,216.28333333333333,8.010493827160493,8.45,1,0.037037037037037035,26,0.9629629629629629,1
ОРГ1-00137,0,26,241.88333333333333,9.303205128205128,9.258333333333333,216.88333333333333,8.341666666666667,8.258333333333333,2,0.07692307692307693,24,0.9230769230769231,1
ОРГ1-00142,0,32,307.34999999999997,9.604687499999999,9.616666666666667,275.34999999999997,8.604687499999999,8.616666666666667,0,0.0,32,1.0,1
ОРГ1-00145,0,24,191.41666666666666,7.975694444444444,8.133333333333333,169.41666666666666,7.059027777777778,7.133333333333333,0,0.0,24,1.0,1
ОРГ1-00148,0,32,299.21666666666664,9.350520833333333,9.35,267.21666666666664,8.350520833333333,8.35,0,0.0,32,1.0,1
ОРГ1-00150,0,32,300.48333333333335,9.390104166666667,9.358333333333334,268.48333333333335,8.390104166666667,8.358333333333334,0,0.0,32,1.0,1
ОРГ1-00151,0,33,338.1333333333333,10.246464646464647,10.4,306.1333333333333,9.276767676767676,9.4,1,0.030303030303030304,32,0.9696969696969697,1
ОРГ1-00153,5,30,263.3,8.776666666666667,9.183333333333334,235.29999999999998,7.843333333333333,8.183333333333334,1,0.03333333333333333,29,0.9666666666666667,1
ОРГ1-00154,0,26,249.23333333333332,9.585897435897435,9.566666666666666,223.23333333333332,8.585897435897435,8.566666666666666,0,0.0,26,1.0,1
ОРГ1-00156,0,22,202.06666666666666,9.184848484848485,9.675,181.06666666666666,8.23030303030303,8.675,2,0.09090909090909091,20,0.9090909090909091,1
ОРГ1-00157,2,18,186.78333333333333,10.376851851851852,10.541666666666666,168.78333333333333,9.376851851851852,9.541666666666666,0,0.0,18,1.0,1
ОРГ1-00161,0,32,316.05,9.8765625,10.099999999999998,286.05,8.9390625,9.099999999999998,0,0.0,32,1.0,1
ОРГ1-00166,0,21,160.48333333333332,7.642063492063492,8.1,144.48333333333332,6.88015873015873,7.1,0,0.0,21,1.0,1
ОРГ1-00167,0,37,384.8333333333333,10.4009009009009,10.516666666666666,349.8333333333333,9.454954954954955,9.516666666666666,5,0.13513513513513514,32,0.8648648648648649,1
ОРГ1-00175,29,7,33.28333333333333,4.754761904761905,6.183333333333333,29.28333333333333,4.183333333333333,5.183333333333333,0,0.0,7,1.0,1
ОРГ1-00179,0,33,348.3833333333333,10.557070707070707,10.65,315.3833333333333,9.557070707070707,9.65,1,0.030303030303030304,32,0.9696969696969697,1
ОРГ1-00181,0,19,179.45,9.444736842105263,9.316666666666666,160.45,8.444736842105263,8.316666666666666,0,0.0,19,1.0,1
ОРГ1-00183,28,1,9.95,9.95,9.95,8.95,8.95,8.95,0,0.0,1,1.0,1
ОРГ1-00184,5,23,267.81666666666666,11.644202898550725,11.65,242.81666666666666,10.557246376811595,10.65,0,0.0,23,1.0,1
ОРГ1-00193,2,20,215.6,10.78,10.433333333333334,194.6,9.73,9.433333333333334,0,0.0,20,1.0,1
ОРГ1-00201,12,24,215.98333333333332,8.999305555555555,9.016666666666666,191.98333333333332,7.999305555555555,8.016666666666666,0,0.0,24,1.0,1
ОРГ1-00204,1,33,373.01666666666665,11.303535353535352,11.483333333333333,338.01666666666665,10.242929292929292,10.483333333333333,2,0.06060606060606061,31,0.9393939393939394,1
ОРГ1-00207,0,32,320.46666666666664,10.014583333333333,9.399999999999999,288.46666666666664,9.014583333333333,8.399999999999999,0,0.0,32,1.0,1
ОРГ1-00209,0,32,304.81666666666666,9.525520833333333,9.516666666666666,273.81666666666666,8.556770833333333,8.516666666666666,0,0.0,32,1.0,1
ОРГ1-00210,0,31,302.68333333333334,9.763978494623656,9.7,271.68333333333334,8.763978494623656,8.7,0,0.0,31,1.0,1
ОРГ1-00211,0,31,301.25,9.71774193548387,9.683333333333334,269.25,8.685483870967742,8.683333333333334,0,0.0,31,1.0,1
ОРГ1-00213,0,26,242.63333333333333,9.332051282051282,9.225,217.63333333333333,8.37051282051282,8.225,0,0.0,26,1.0,1
ОРГ1-00214,0,32,312.15,9.7546875,9.683333333333334,280.15,8.7546875,8.683333333333334,0,0.0,32,1.0,1
ОРГ1-00216,0,32,317.6666666666667,9.927083333333334,9.808333333333334,285.6666666666667,8.927083333333334,8.808333333333334,0,0.0,32,1.0,1
ОРГ1-00217,21,15,140.23333333333332,9.348888888888888,9.316666666666666,125.23333333333333,8.348888888888888,8.316666666666666,0,0.0,15,1.0,1
ОРГ1-00218,0,33,317.75,9.628787878787879,9.333333333333332,284.75,8.628787878787879,8.333333333333332,1,0.030303030303030304,32,0.9696969696969697,1
ОРГ1-00219,0,32,272.5333333333333,8.516666666666666,9.091666666666665,244.5333333333333,7.641666666666666,8.091666666666665,0,0.0,32,1.0,1
ОРГ1-00220,2,30,289.55,9.651666666666667,9.508333333333333,259.55,8.651666666666667,8.508333333333333,0,0.0,30,1.0,1
ОРГ1-00221,0,23,239.04999999999998,10.393478260869564,10.35,216.04999999999998,9.393478260869564,9.35,1,0.043478260869565216,22,0.9565217391304348,1
ОРГ1-00222,0,33,314.68333333333334,9.535858585858586,9.583333333333332,282.68333333333334,8.566161616161617,8.583333333333332,1,0.030303030303030304,32,0.9696969696969697,1
ОРГ1-00223,0,32,325.15,10.1609375,9.608333333333333,290.15,9.0671875,8.608333333333333,1,0.03125,31,0.96875,1
ОРГ1-00224,0,32,291.8833333333333,9.121354166666666,9.2,260.8833333333333,8.152604166666666,8.2,0,0.0,32,1.0,1
ОРГ1-00226,0,32,303.96666666666664,9.498958333333333,9.274999999999999,271.96666666666664,8.498958333333333,8.274999999999999,0,0.0,32,1.0,1
ОРГ1-00227,30,1,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0,0.0,1,1.0,1
ОРГ1-00228,0,11,101.23333333333333,9.203030303030303,9.5,90.23333333333333,8.203030303030303,8.5,0,0.0,11,1.0,1
ОРГ1-00229,0,32,204.73333333333332,6.397916666666666,6.1083333333333325,177.73333333333332,5.554166666666666,5.216666666666667,0,0.0,32,1.0,1
ОРГ1-00230,0,21,193.88333333333333,9.232539682539683,9.366666666666667,173.88333333333333,8.28015873015873,8.366666666666667,0,0.0,21,1.0,1
ОРГ1-00231,0,18,75.48333333333333,4.193518518518519,4.183333333333334,75.48333333333333,4.193518518518519,4.183333333333334,0,0.0,18,1.0,1
ОРГ1-00232,12,9,115.19999999999999,12.799999999999999,13.416666666666666,100.19999999999999,11.133333333333333,11.733333333333333,0,0.0,9,1.0,1
ОРГ1-00233,0,10,86.95,8.695,9.125,77.95,7.795,8.125,0,0.0,10,1.0,1
ОРГ1-00234,0,35,335.41666666666663,9.583333333333332,9.383333333333333,301.41666666666663,8.61190476190476,8.383333333333333,3,0.08571428571428572,32,0.9142857142857143,1
ОРГ1-00241,28,12,112.86666666666666,9.405555555555555,9.358333333333334,100.86666666666666,8.405555555555555,8.358333333333334,0,0.0,12,1.0,1
ОРГ1-00244,1,16,152.88333333333333,9.555208333333333,9.458333333333332,136.88333333333333,8.555208333333333,8.458333333333332,0,0.0,16,1.0,1
ОРГ1-00261,0,27,254.0,9.407407407407407,9.383333333333333,227.0,8.407407407407407,8.383333333333333,0,0.0,27,1.0,1
ОРГ1-00264,0,16,151.63333333333333,9.477083333333333,9.483333333333333,135.63333333333333,8.477083333333333,8.483333333333333,0,0.0,16,1.0,1
ОРГ1-00271,0,32,291.56666666666666,9.111458333333333,9.241666666666667,259.56666666666666,8.111458333333333,8.241666666666667,0,0.0,32,1.0,1
ОРГ1-00272,0,32,302.84999999999997,9.464062499999999,9.341666666666665,270.84999999999997,8.464062499999999,8.341666666666665,0,0.0,32,1.0,1
ОРГ1-00273,0,23,219.03333333333333,9.523188405797102,9.466666666666667,196.03333333333333,8.523188405797102,8.466666666666667,0,0.0,23,1.0,1
ОРГ1-00275,0,32,296.7333333333333,9.272916666666665,9.558333333333334,266.7333333333333,8.335416666666665,8.558333333333334,0,0.0,32,1.0,1
ОРГ1-00276,0,32,295.9,9.246875,9.266666666666666,263.9,8.246875,8.266666666666666,0,0.0,32,1.0,1
ОРГ1-00279,0,17,170.51666666666665,10.030392156862744,9.9,153.51666666666665,9.030392156862744,8.9,0,0.0,17,1.0,1
ОРГ1-00289,12,24,236.13333333333333,9.838888888888889,9.716666666666667,212.13333333333333,8.838888888888889,8.716666666666667,0,0.0,24,1.0,1
ОРГ1-00293,0,32,298.09999999999997,9.315624999999999,9.266666666666666,266.09999999999997,8.315624999999999,8.266666666666666,0,0.0,32,1.0,1
ОРГ1-00296,0,31,334.91666666666663,10.803763440860214,10.566666666666666,302.91666666666663,9.771505376344084,9.566666666666666,0,0.0,31,1.0,1
ОРГ1-00307,0,32,295.54999999999995,9.235937499999999,9.7,266.54999999999995,8.329687499999999,8.7,0,0.0,32,1.0,1
ОРГ1-00322,0,32,372.31666666666666,11.634895833333333,12.208333333333332,336.31666666666666,10.509895833333333,11.158333333333333,1,0.03125,31,0.96875,1
ОРГ1-00329,0,32,302.8833333333333,9.465104166666666,9.416666666666666,270.8833333333333,8.465104166666666,8.416666666666666,0,0.0,32,1.0,1
ОРГ1-00335,0,30,285.8333333333333,9.527777777777777,9.6,255.83333333333331,8.527777777777777,8.6,0,0.0,30,1.0,1
ОРГ1-00337,0,32,288.0333333333333,9.001041666666666,9.2,257.0333333333333,8.032291666666666,8.2,0,0.0,32,1.0,1
ОРГ1-00339,0,31,286.0,9.225806451612904,9.216666666666667,255.0,8.225806451612904,8.216666666666667,0,0.0,31,1.0,1
ОРГ1-00340,0,31,315.9,10.19032258064516,10.366666666666665,285.9,9.22258064516129,9.366666666666665,0,0.0,31,1.0,1
ОРГ1-00342,0,27,315.8833333333333,11.699382716049383,11.6,284.8833333333333,10.551234567901234,10.6,0,0.0,27,1.0,1
ОРГ1-00343,5,29,308.68333333333334,10.644252873563218,10.466666666666667,279.68333333333334,9.644252873563218,9.466666666666667,0,0.0,29,1.0,1
ОРГ1-00346,0,25,230.79999999999998,9.232,9.483333333333333,205.79999999999998,8.232,8.483333333333333,0,0.0,25,1.0,1
ОРГ1-00348,0,17,172.53333333333333,10.149019607843137,9.75,155.53333333333333,9.149019607843137,8.75,0,0.0,17,1.0,1
ОРГ1-00349,5,26,237.66666666666666,9.14102564102564,9.4,212.66666666666666,8.179487179487179,8.4,0,0.0,26,1.0,1
ОРГ1-00351,5,28,263.0,9.392857142857142,9.725,236.0,8.428571428571429,8.725,1,0.03571428571428571,27,0.9642857142857143,1
ОРГ1-00355,0,44,403.7833333333333,9.176893939393938,9.658333333333333,361.7833333333333,8.222348484848483,8.658333333333333,13,0.29545454545454547,31,0.7045454545454546,1
ОРГ1-00358,0,32,345.56666666666666,10.798958333333333,10.399999999999999,313.56666666666666,9.798958333333333,9.399999999999999,0,0.0,32,1.0,1
ОРГ1-00363,0,18,165.79999999999998,9.21111111111111,9.183333333333334,147.79999999999998,8.21111111111111,8.183333333333334,0,0.0,18,1.0,1
ОРГ1-00365,0,32,240.43333333333334,7.513541666666667,7.85,216.43333333333334,6.763541666666667,6.85,1,0.03125,31,0.96875,1
ОРГ1-00370,0,21,204.25,9.726190476190476,10.333333333333332,184.25,8.773809523809524,9.333333333333332,0,0.0,21,1.0,1
ОРГ1-00378,5,10,47.78333333333333,4.778333333333333,4.991666666666666,46.78333333333333,4.678333333333333,4.991666666666666,0,0.0,10,1.0,1
ОРГ1-00383,5,24,225.86666666666665,9.41111111111111,9.133333333333333,202.86666666666665,8.452777777777778,8.133333333333333,2,0.08333333333333333,22,0.9166666666666666,1
ОРГ1-00401,0,32,283.51666666666665,8.859895833333333,9.133333333333333,252.51666666666665,7.891145833333333,8.133333333333333,0,0.0,32,1.0,1
ОРГ1-00404,0,32,281.7833333333333,8.805729166666666,9.35,251.78333333333333,7.868229166666667,8.35,0,0.0,32,1.0,1
ОРГ1-00408,0,31,286.5333333333333,9.243010752688171,9.2,255.53333333333333,8.243010752688171,8.2,0,0.0,31,1.0,1
ОРГ1-00411,0,32,315.2833333333333,9.852604166666666,9.875,283.2833333333333,8.852604166666666,8.875,0,0.0,32,1.0,1
ОРГ1-00412,0,26,247.63333333333333,9.524358974358973,9.466666666666665,221.63333333333333,8.524358974358973,8.466666666666665,0,0.0,26,1.0,1
ОРГ1-00418,0,32,311.43333333333334,9.732291666666667,10.008333333333333,280.43333333333334,8.763541666666667,9.008333333333333,0,0.0,32,1.0,1
ОРГ1-00420,0,31,298.98333333333335,9.644623655913978,9.799999999999999,267.98333333333335,8.644623655913978,8.799999999999999,0,0.0,31,1.0,1
ОРГ1-00421,0,32,298.55,9.3296875,9.258333333333333,266.55,8.3296875,8.258333333333333,0,0.0,32,1.0,1
ОРГ1-00422,5,22,193.63333333333333,8.80151515151515,9.308333333333334,171.63333333333333,7.801515151515151,8.308333333333334,0,0.0,22,1.0,1
ОРГ1-00423,0,29,288.0333333333333,9.932183908045976,9.983333333333333,260.0333333333333,8.966666666666665,8.983333333333333,0,0.0,29,1.0,1
ОРГ1-00427,0,32,303.66666666666663,9.489583333333332,9.433333333333334,271.66666666666663,8.489583333333332,8.433333333333334,0,0.0,32,1.0,1
ОРГ1-00435,0,27,274.15,10.153703703703703,10.583333333333332,249.14999999999998,9.227777777777776,9.583333333333332,0,0.0,27,1.0,1
ОРГ1-00437,0,26,245.53333333333333,9.443589743589744,9.508333333333333,219.53333333333333,8.443589743589744,8.508333333333333,0,0.0,26,1.0,1
ОРГ1-00438,0,33,310.15,9.398484848484848,9.583333333333332,279.15,8.459090909090909,8.583333333333332,1,0.030303030303030304,32,0.9696969696969697,1
ОРГ1-00442,0,32,316.01666666666665,9.875520833333333,9.808333333333334,285.01666666666665,8.906770833333333,8.808333333333334,0,0.0,32,1.0,1
ОРГ1-00444,5,20,121.25,6.0625,5.541666666666666,114.25,5.7125,5.525,0,0.0,20,1.0,1
ОРГ1-00446,0,32,331.3333333333333,10.354166666666666,10.45,299.3333333333333,9.354166666666666,9.45,0,0.0,32,1.0,1
ОРГ1-00448,0,17,162.96666666666667,9.586274509803921,9.65,145.96666666666667,8.586274509803921,8.65,0,0.0,17,1.0,1
ОРГ1-00454,5,25,145.75,5.83,5.566666666666666,142.75,5.71,5.566666666666666,0,0.0,25,1.0,1
ОРГ1-00458,28,1,7.783333333333333,7.783333333333333,7.783333333333333,6.783333333333333,6.783333333333333,6.783333333333333,0,0.0,1,1.0,1
ОРГ1-00459,0,23,219.28333333333333,9.534057971014493,10.0,198.28333333333333,8.621014492753623,9.0,0,0.0,23,1.0,1
ОРГ1-00464,0,32,296.9,9.278125,9.383333333333333,265.9,8.309375,8.383333333333333,0,0.0,32,1.0,1
ОРГ1-00465,0,24,182.61666666666665,7.609027777777777,8.825,165.61666666666665,6.900694444444444,7.825,1,0.041666666666666664,23,0.9583333333333334,1
ОРГ1-00466,0,32,292.25,9.1328125,9.283333333333333,261.25,8.1640625,8.283333333333333,0,0.0,32,1.0,1
ОРГ1-00467,0,22,193.68333333333334,8.80378787878788,9.066666666666666,172.68333333333334,7.849242424242425,8.066666666666666,0,0.0,22,1.0,1
ОРГ1-00469,0,32,335.5833333333333,10.486979166666666,9.899999999999999,302.5833333333333,9.455729166666666,8.899999999999999,0,0.0,32,1.0,1
ОРГ1-00470,0,32,297.46666666666664,9.295833333333333,9.358333333333334,266.46666666666664,8.327083333333333,8.358333333333334,1,0.03125,31,0.96875,1
ОРГ1-00477,1,17,100.11666666666666,5.889215686274509,6.083333333333333,91.11666666666666,5.359803921568627,5.616666666666666,0,0.0,17,1.0,1
ОРГ1-00480,0,31,283.71666666666664,9.152150537634407,9.066666666666666,252.71666666666664,8.152150537634407,8.066666666666666,0,0.0,31,1.0,1
ОРГ1-00481,0,39,415.09999999999997,10.643589743589743,9.783333333333333,372.09999999999997,9.54102564102564,8.783333333333333,7,0.1794871794871795,32,0.8205128205128205,1
ОРГ1-00483,0,32,343.66666666666663,10.739583333333332,10.583333333333332,310.66666666666663,9.708333333333332,9.583333333333332,0,0.0,32,1.0,1
ОРГ1-00485,0,32,308.45,9.6390625,9.491666666666667,276.45,8.6390625,8.491666666666667,0,0.0,32,1.0,1
ОРГ1-00498,0,25,231.98333333333332,9.279333333333334,9.283333333333333,206.98333333333332,8.279333333333334,8.283333333333333,0,0.0,25,1.0,1
ОРГ1-00499,0,30,284.4,9.479999999999999,9.5,254.39999999999998,8.479999999999999,8.5,0,0.0,30,1.0,1
ОРГ1-00503,0,28,256.73333333333335,9.16904761904762,9.116666666666667,228.73333333333332,8.16904761904762,8.116666666666667,0,0.0,28,1.0,1
ОРГ1-00506,0,29,296.01666666666665,10.207471264367815,10.216666666666667,267.01666666666665,9.207471264367815,9.216666666666667,0,0.0,29,1.0,1
ОРГ1-00507,0,1,9.833333333333332,9.833333333333332,9.833333333333332,8.833333333333332,8.833333333333332,8.833333333333332,0,0.0,1,1.0,1
ОРГ1-00515,0,32,297.51666666666665,9.297395833333333,9.549999999999999,266.51666666666665,8.328645833333333,8.549999999999999,0,0.0,32,1.0,1
ОРГ1-00517,1,29,264.8,9.13103448275862,9.183333333333334,235.8,8.13103448275862,8.183333333333334,0,0.0,29,1.0,1
ОРГ1-00522,0,30,288.26666666666665,9.608888888888888,9.549999999999999,258.26666666666665,8.608888888888888,8.549999999999999,0,0.0,30,1.0,1
ОРГ1-00525,1,18,70.0,3.888888888888889,2.2916666666666665,62.0,3.4444444444444446,2.2916666666666665,6,0.3333333333333333,12,0.6666666666666666,1
ОРГ1-00527,0,22,221.33333333333331,10.06060606060606,9.825,199.33333333333331,9.06060606060606,8.825,0,0.0,22,1.0,1
ОРГ1-00530,16,20,180.63333333333333,9.031666666666666,9.208333333333332,160.63333333333333,8.031666666666666,8.208333333333332,0,0.0,20,1.0,1
ОРГ1-00531,0,35,326.65,9.332857142857142,9.549999999999999,294.65,8.418571428571427,8.549999999999999,4,0.11428571428571428,31,0.8857142857142857,1
ОРГ1-00539,0,21,220.6,10.504761904761905,10.733333333333333,199.6,9.504761904761905,9.733333333333333,0,0.0,21,1.0,1
ОРГ1-00540,0,32,297.05,9.2828125,9.541666666666666,267.05,8.3453125,8.541666666666666,0,0.0,32,1.0,1
ОРГ1-00542,0,32,318.51666666666665,9.953645833333333,10.016666666666666,286.51666666666665,8.953645833333333,9.016666666666666,0,0.0,32,1.0,1
ОРГ1-00546,0,31,229.14999999999998,7.391935483870967,5.7,215.14999999999998,6.9403225806451605,5.683333333333333,0,0.0,31,1.0,1
ОРГ1-00549,0,28,262.4,9.37142857142857,9.366666666666667,234.4,8.371428571428572,8.366666666666667,0,0.0,28,1.0,1
ОРГ1-00553,5,15,126.35,8.423333333333334,9.1,113.35,7.556666666666667,8.1,0,0.0,15,1.0,1
ОРГ1-00558,0,19,179.5,9.447368421052632,9.466666666666667,160.5,8.447368421052632,8.466666666666667,0,0.0,19,1.0,1
ОРГ1-00559,0,30,295.71666666666664,9.857222222222221,9.958333333333332,266.71666666666664,8.890555555555554,8.958333333333332,0,0.0,30,1.0,1
ОРГ1-00560,14,21,221.35,10.54047619047619,10.4,200.35,9.54047619047619,9.4,0,0.0,21,1.0,1
ОРГ1-00561,1,25,173.76666666666665,6.950666666666666,6.333333333333333,159.76666666666665,6.390666666666666,5.666666666666666,0,0.0,25,1.0,1
ОРГ1-00564,0,32,322.0333333333333,10.063541666666666,9.858333333333334,290.0333333333333,9.063541666666666,8.858333333333334,0,0.0,32,1.0,1
ОРГ1-00566,6,12,110.6,9.216666666666667,9.133333333333333,98.6,8.216666666666667,8.133333333333333,0,0.0,12,1.0,1
ОРГ1-00568,0,33,386.75,11.719696969696969,11.883333333333333,353.75,10.719696969696969,10.883333333333333,1,0.030303030303030304,32,0.9696969696969697,1
ОРГ1-00573,0,8,74.63333333333333,9.329166666666666,9.291666666666666,66.63333333333333,8.329166666666666,8.291666666666666,0,0.0,8,1.0,1
ОРГ1-00574,0,17,159.55,9.38529411764706,9.366666666666667,142.55,8.38529411764706,8.366666666666667,0,0.0,17,1.0,1
ОРГ1-00576,0,25,238.45,9.538,9.533333333333333,213.45,8.538,8.533333333333333,0,0.0,25,1.0,1
